title,site,url,salary,salary_min,salary_max,currency,city,responsibility,requirement,date_publication
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52592920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,27000,руб.,,Мелкий ремонт в здании. Рабочий по обслуживанию задания.,Дисциплинированность. Исполнительность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52540169?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,45000,руб.,,Работы по складу. Выполнение поручений руководства.,Ответственность. Пунктуальность.,
Разнорабочий комплекса,https://hh.ru/,https://spb.hh.ru/vacancy/52622118?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,45000,руб.,,Содержание животных. Мойка и дезинфекция секций. Подготовка инвентаря.,Ответственность и внимательность. Можно БЕЗ ОПЫТА. Пунктуальность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52393787?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,"упаковка макулатуры и пленки на станке ""пресс"". - погрузо-разгрузочные работы и поддержание порядка на рабочем месте.","Пожелания к квалификации: - приветствуется опыт работы на складах, и в то же время будем рады видеть Вас в нашей команде...",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52519534?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,58000,руб.,,Выполнение работ в соответствии со своей специальностью и уровнем квалификации. Выполнение различных вспомогательных и подсобных работ.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52596228?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,40000,руб.,,Обеспечение бесперебойной работы оборудования фабрики. - Загрузка-выгрузка сырья. - Контроль качества выпускаемой продукции. - Упаковка готовой продукции. - Поддержание чистоты и порядка на...,Ответственность. Опыт работы на производстве будет вашим преимуществом.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52307426?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Работа по обслуживанию здания и торгового зала. Уборка обозначенной территории, цеха, склада и т. д. Выполнение подсобных и вспомогательных работ...",Отсутствие ограничений по состоянию здоровья.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52613642?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Выполнение подсобных и вспомогательных работ на вверенном участке. Погрузка, разгрузка и выгрузка, а также перемещение различных грузов. Уборка обозначенной территории...","Трудолюбие, опрятность, ответственность, инициативность.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52486049?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Выполнять производственные задания, ритмичный выпуск продукции высокого качества.",Ответственность. Исполнительность.,
Грузчик -разнорабочий (г. Красногорск),https://hh.ru/,https://spb.hh.ru/vacancy/52556713?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,43200,53200,руб.,,Погрузочно-разгрузочные работы. Размещение товара на складе.,Ты внимательный и ответственный?,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51934608?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,28600,0,руб.,,Погрузо-разгрузочные работы на территории магазина. Перемещение товара по складу.,Желание работать. Физическая выносливость.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52468830?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,70000,0,руб.,,Выполнение поручений руководителя отдела. Погрузочно-разгрузочные работы. Подсобные работы. Выполнение работ на открытых горных работах.,"Ответственность, желание зарабатывать.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/46788675?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,Выполнение различных подсобных работ на строительно-монтажном участке по строительству многоэтажного жилого комплекса .,Трудолюбие. Ответственность. Обучаемость. Инициативность.,
Рабочий /Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51993420?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,45000,руб.,,"Отделочные работы. Разгрузочные работы. Сантехнические работы. Шпаклевка, штукатурка.",Ответственность. Аккуратность. Стрессоустойчивость. Исполнительность. Опыт работы в строительстве будет преимуществом.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52597870?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,18057,18057,руб.,,"В соответствии с должностной инструкцией, утвержденной в организации для данной специальности (профессии), и соблюдением правил внутреннего распорядка.","В соответствии с ИПРА, без предъявления требований к стажу и опыту работы.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51412831?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Уборка территории. Побелка заборов и деревьев. Обработка полей. Разгрузочные / погрузочные работы.,"Профильное образование не требуется. Личные качества : ответственность, дисциплинированность.",
Разнорабочий (пос. Водники),https://hh.ru/,https://spb.hh.ru/vacancy/52528101?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,70000,руб.,,Сборка поддонов. Выполнение погрузо-разгрузочных работ. Выполнение распоряжений непосредственного руководителя. Полный цикл производства.,Ответственный подход к работе. Физически выносливые.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50634266?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,27000,0,руб.,,Выполнение различных работ и поручений мастера электромонтажного участка.,Желательно опыт работы с электрикой.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51414351?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Уборка территории. Разгрузочные / погрузочные работы.,"Профильное образование не требуется. Личные качества : ответственность, дисциплинированность.",
Разнорабочий/послепечатник,https://hh.ru/,https://spb.hh.ru/vacancy/52499705?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,0,руб.,,"Работа на полиграфическом производстве. Упаковка и погрузка заказов, Несложные технологические операции.",Аккуратность. пунктуальность. Опыт работы не требуется.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49116530?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,20000,руб.,,Подсобные работы. -Ремонт поддонов. -Уборка территории.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52421126?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,"Мелкий ремонт ( замена личинок замков, замена лампочек, покраска). Перестановка мебели. Обеспечение сотрудников водой. Выполнение мелких поручений.",Среднее образование. Аккуратность. Ответственность.,
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/51190208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,44000,руб.,,На производство изделий из пластмасс.,Рассматриваются кандидаты с опытом работы и без опыта работы с обучением.,
Разнорабочий комплекса,https://hh.ru/,https://spb.hh.ru/vacancy/52622116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,45000,руб.,,Содержание животных. Мойка и дезинфекция секций. Подготовка инвентаря.,Ответственность и внимательность. Можно БЕЗ ОПЫТА. Пунктуальность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/48556325?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Обработка грунта, рыхление почвы, прополка. Стрижка и уход за газоном. Очистка озера от камышей и водорослей. Сбор мелкого мусора и...","Ответственность, исполнительность.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51370398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,16116,18000,руб.,,"Работа по обслуживанию объекта (уборка территории, уборка снега, вынос мусора). Выполнение поручений руководителя. Официальное оформление по ТК РФ. ",Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50284864?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,30000,руб.,,Обеспечение участков сырьем. Сбор готовой продукции. Погрузка и разгрузка сырья. Сбор мусора по участкам.,Желание работать.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50974038?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,23000,руб.,,Выполнение погрузочно-разгрузочных работ. Выполнение заданий руководителя. Вырубка деревьев и кустарников. Поддержание в рабочем состоянии зданий и сооружений и их...,"Добросовестность, трудолюбие. Опыт работы со строительном и электроинструментом. Навык работы со строительными материалами.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52696640?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,30000,руб.,,Комплексные работы по ремонту и обслуживанию зданий. Благоустройство прилегающей территории.,"Приветствуется опыт сварочных работ, навык вождения газели, электротехнический опыт.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49167666?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,30000,руб.,,"Очистка, промывка запчастей спецтехники (подготовительные работы). Погрузо-разгрузочные работы, расстановка по системе хранения на складе. Выполнение вспомогательных работ в цеха...",Добросовестное отношение к работе. Физическая выносливость.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50528888?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,30000,руб.,,Уборка территории работодателя. Выполнение мелких ремонтных работ в здании по мере необходимости.,"Ответственность и исполнительность. Умение выполнять мелкие ремонтные работы, возникающие в быту.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52535805?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Проведение разгрузочно-погрузочных работ. Переборка забракованной продукции. Пресовка и складирование отходов. Уборка производственных участков.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51483485?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,26000,26000,руб.,,Размотка и резка рулонной продукции. - Складирование и упаковка продукции. - Загрузка материала на станки. - Выполнение плановых показателей.,Без опыта. - Желание работать.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52186388?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Погрузка, разгрузка деталей. Зачистка деталей.","Устойчивые к физическим нагрузкам. Без опыта работы, всему научим.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52581084?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Выполнение работ в литейном цехе. Уборка территории.,Пунктуальность. Ответственность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52615779?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,0,руб.,,"Выполнение подсобных и вспомогательных работ на участке. Погрузка, разгрузка и выгрузка, а также перемещение различных грузов. Уборка обозначенной территории, цеха...",Ответственное отношение к должностным обязанностям. Умение оценивать текущую ситуацию и принимать правильные решения. Способностью выдерживать физические нагрузки. Умением применять полученные...,
Грузчик / Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50599531?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,70000,руб.,,"Выезд по заказам: Поднятие строительных материалов, переезды, уборка строительного мусора, погрузо/разгрузочные работы. Разъездной характер по Казани. ……………………. График приёма заказов...","Выносливость. - Приветливость и вежливость. - Приветствуется опыт работы на вакансиях: грузчик, разнорабочий. ……………………... НАШИ ПРЕИМУЩЕСТВА: - сменяемость заказов и новые знакомства. ",
Разнорабочий на стройплощадку,https://hh.ru/,https://spb.hh.ru/vacancy/52468182?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,51700,51700,руб.,,Установка временных ограждений. Мелкие бетонные и монтажные работы. Уборка строительного мусора.,"Желание работать. Приветствуется умение работать с электроинструментом, сваркой.",
Разнорабочий комплекса,https://hh.ru/,https://spb.hh.ru/vacancy/52622117?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,45000,руб.,,Содержание животных. Мойка и дезинфекция секций. Подготовка инвентаря.,Ответственность и внимательность. Можно БЕЗ ОПЫТА. Пунктуальность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/48753937?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,"...продукции ""Деревенское молочко"" требуются перспективные сотрудники для погрузо-разгрузочных работ, на должность РАЗНОРАБОЧИЙ. - погрузо-разгрузочные работы в цеху, на складе.",Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/45552448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,40000,руб.,,"Ежедневная поддерживающая уборка на гостевых/служебных этажах: работа на поломоечной технике, точечная полировка мраморных полов, шампунизация, пенная чистка ковров и...","Приветствуется знание химии, оборудования, основ гостеприимства. Презентабельный внешний вид, не конфликтность, порядочность и ответственность. Знание элементарного английского будет являться преимуществом.",
Разнорабочий (подработка),https://hh.ru/,https://spb.hh.ru/vacancy/52130116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Разгрузка/погрузка товара. Вынос коробок с букетами для отгрузки. Обеспечение ухода за цветами, чистка и подрезка цветов. Распределение товара по...","Готовность работать в прохладном помещении (5 тепла). Готовность к физическому труду. Личностные качества: ответственность, трудолюбие.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52519783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,По сборке и разборке монтажных линий. По зачистке внутренних поверхностей резервуаров. По наблюдению за работой оборудования.,Ответственность. Желание работать.,
Дворник/разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52532138?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Уборка закрепленной территории. Содержание в чистоте контейнерной площадки. Выполнение мелких ремонтных работ. Выполнение обязанностей грузчика, разнорабочего. Подсобные работы. Физически развитый.",Пунктуальность. Ответственность.,
Разнорабочий на Автозавод,https://hh.ru/,https://spb.hh.ru/vacancy/50808875?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,49000,0,руб.,,Выполнение различных операций на линии сборки. Сборка автомобилей из комплектующих.,Опыт работы не требуется. Обучение проводится БЕСПЛАТНО. Готовность к работе.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52491631?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,55000,руб.,,Выполнение работ в соответствии со своей специальностью и уровнем квалификации. Выполнение различных вспомогательных и подсобных работ.,Не указаны,
Грузчик / Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52535606?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,27000,0,руб.,,Осуществление погрузочно-разгрузочных работ. Размещение грузов на складе. Участие в инвентаризации.,"Опыт работы не обязателен. Готовность к физической нагрузке, внимательность и ответственность.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52065575?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,"Выполнение подсобных и вспомогательных работ в цеху, погрузочно-разгрузочные работы.","Исполнительность, аккуратность. Без опыта работы.",
Работник склада/Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52082731?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,40000,руб.,,"Разгрузка грузов при помощи электро-штабелера. Всего в смену 4 разнорабочих, должностные обязанности перераспределяются. Проверка кандидата через ""Службу безопасности"". ️ ",Готовность к интенсивной работе. Внимательность. Ответственность.,
Грузчик,https://hh.ru/,https://spb.hh.ru/vacancy/52480804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,30000,руб.,,Погрузо-разгрузочные работы. Бережное отношение к товару. Поддержание чистоты и порядка на рабочем месте. Работа на территории склада продуктовых товаров . ,"Специфика работы не требует опыта и подготовки. Ответственность, внимательность, честность, пунктуальность, высокая работоспособность.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50075224?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,65000,0,руб.,,Сборка автомобиля на конвейерной линии.,Опыт работы не требуется (обучение в процессе работы).,
Дворник - разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51758308?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,19000,19000,руб.,,"Уборка территории, сбор мусора и другие хоз.работы. Выполнение поручений pукoводитeля.",Наличие результатов флюорографии. Готовность к физическим нагрузкам. Добpoсoвeстнoe oтношение к работе. На постоянной основе.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51683849?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,22000,0,руб.,,Обеспечение помощи специалистам на предприятии. Выполнение вспомогательных работ на закрепленной территории. Уборка и вынос мусора после произведенных работ. ,Умение пользоваться электро/бензоинструментом. Отсутствие противопоказаний к физическим нагрузкам.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52301251?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1760,0,руб.,,"Погрузка-разгрузка, перемещение товара по складу.","Рассматриваем кандидатов без опыта, но с огромным желанием работать и зарабатывать.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49234540?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25370,25370,руб.,,"выполнение мелкого ремонта помещений. - выполнение погрузо-разгрузочных работ вручную. -выполнение поручений непосредственного руководителя. -очистка территорий, подъездных путей. - Предварительный медицинский осмотр...","Среднее общее образование. - Ответственность, пунктуальность, коммуникабельность.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52342806?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,"Погрузка, разгрузка строительных материалов. Перемещение необходимых материалов по территории строительной площадки. Уборка территории от строительного мусора. Помощь в кладке кирпича...",Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52591888?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,30000,руб.,,"Проводить ежедневный осмотр технического состояния сооружений, оборудования, механизмов. Производить ежедневную качественную уборку территории ДЦ. Производить сбор и транспортировку мусора и...",Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49335465?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,26000,руб.,,"Выполнение обязанностей по выгрузке, загрузке машин и уборке территории.","Ответственность, трудолюбие.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51706366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,50000,руб.,,"Работа в автосервисе. Помощник мастера по ремонту гидравлики, ремонт ходовой, помощник сварщика. Обучение, карьерный рост.","Пунктуальный, ответственный, желание работать и зарабатывать.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52482276?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Перемещение сырья, материалов, готовой продукции. Работа с оборудованием.",Ваш опыт и знания очень ценны для нас – необходимо иметь: Готовность к умеренному физическому труду.,
