title,site,url,salary,salary_min,salary_max,currency,city,responsibility,requirement,date_publication
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52236038?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,90000,160000,KZT,,"Выполнять поставленную руководством задачу в срок, выполнять установленный план. Обязанности: ​​​​​​​Поддерживание порядка на рабочем месте.",Компетенции: Исполнительность. Добросовестность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52156897?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1250,0,бел. руб.,,Изготовление тротуарной плитки методом вибролитья. Распалубка готовых изделий из форм. Укладка плитки на поддоны.,Физически выносливый. Исполнительность.,
Разнорабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/51640363?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,120000,200000,KZT,,Не указаны,Активность. Адекватность. Обязательно наличие военного билета или приписное.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52182182?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,800,0,бел. руб.,,Погрузочные и подсобные работы.,"Ответственность, желание работать.",
Слесарь-разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52311516?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,100000,150000,KZT,,Не указаны,"Опыт работы (можно без).  Дисциплинированность.  Ответственность.  Умение работать в команде. Если нет опыта в работе с металлом, научим! ",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51762959?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,800,бел. руб.,,"Работы выполняются в Гомеле (без командировок). Выполнение подсобных и вспомогательных работ на строительном объекте. Погрузка, разгрузка, перемещение вручную и штабелирование...",Не указаны,
Маляр,https://hh.ru/,https://spb.hh.ru/vacancy/52166572?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,90000,0,KZT,,Цех по изготовлению металлических изделий для дома и офиса.,Не указаны,
Разнорабочий - шлифовщик,https://hh.ru/,https://spb.hh.ru/vacancy/52102637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,90000,140000,KZT,,Не указаны,Ответственность. Трудолюбие.,
Разнорабочий/разнорабочая в производственный цех,https://hh.ru/,https://spb.hh.ru/vacancy/52062359?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,70000,80000,KZT,,Выполнение графиков и заданий в цеху.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51707991?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1100,1200,бел. руб.,,"Обязанности: Участие в механизированной погрузке/выгрузке грузов, выполнение заданий мастера участка.","Требования: энергичный, ответственный, дисциплинированный.",
Разнорабочий - переборщик поддонов,https://hh.ru/,https://spb.hh.ru/vacancy/52075255?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,600,1000,бел. руб.,,Переборка деревянных поддонов. Ремонт деревянных поддонов.,"Физическая выносливость. Умение работать с электроинструментом. Приветствуется наличие в/у и личного авто, навыки работы на погрузчике.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51607904?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,160000,250000,KZT,,Выполнение заданий и поручений. Работа на строительном объекте.,"Ответственность, порядочность. Внимательность, пунктуальность.",
Разнорабочий/Грузчик Пуховичский р-н,https://hh.ru/,https://spb.hh.ru/vacancy/50089665?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1000,0,бел. руб.,,"Комплектовка и упаковка готовой продукции. Подготовительные работы к отгрузке. Разгрузо-погрузочные работы. Выполнять служебные задания, поручения, указания руководителя.",Физическая выносливость. Ответственность. Умение справляться с поставленными задачами в срок.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51176567?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,650,0,бел. руб.,,Погрузка и разгрузка продукции (бытовая химия и хозтовары). Расфасовка и упаковка продукции. Выполнение вспомогательных работ на производстве бытовой химии.,Пунктуальность. Ответственность. Внимательность.,
Грузчик-разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51623169?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,600,0,бел. руб.,,Не указаны,Не указаны,
Грузчик -разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51931921?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,800,0,бел. руб.,,"Погрузочные работы на складе , подсобные работы . Работа несложная .",Желание работать.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52063356?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1000,1000,бел. руб.,,"Помощь основному производственному персоналу, погрузочно-разгрузочные работы, уборка территории, уборка и поддержание порядка в производственном цеху. - уборка производственной территории. - ",обязательный медицинский осмотр. - исполнительность и ответственность.,
Грузчик-комплектовщик/разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51708768?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1000,0,бел. руб.,,Приемка товара по количеству и качеству. Размещение на места хранения. Комплектовка товара по сборочным листам. Упаковка товара и подготовка его...,Внимательность. Ответственность. Порядочность.,
Разнорабочий/выдувщик ПЭТ,https://hh.ru/,https://spb.hh.ru/vacancy/51689093?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,100000,200000,KZT,,Помошник мастера работы на станке по выдуву ПЭТ тары.,Исполнительность. Пунктуальность. Ответственность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51830067?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,100000,120000,KZT,,Погрузка/выгрузка/перемещение груза. Розлив спец. жидкостей. Выполнение поручений.,Желание работать и зарабатывать. Готовность приступить к работе в ближайшее время. Ответственный.,
Сборщик заказов (Санкт-Петербург),https://hh.ru/,https://spb.hh.ru/vacancy/52615680?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,44000,48000,руб.,,"Собирать заказы в торговом зале магазина с помощью удобного мобильного приложения. Иногда созваниваться с клиентами, чтобы уточнить детали заказа.",Активность и быстрота. Грамотная речь.,
Оператор терминала (работник склада),https://hh.ru/,https://spb.hh.ru/vacancy/50798003?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,33000,41500,руб.,,"ОПЕРАТОРОВ ТЕРМИНАЛА (РАБОТНИКОВ СКЛАДА). Принимать, обрабатывать и выдавать груз. Сортировать грузы по городам отправления. Подготавливать и выдавать документы по грузу.","НЕ ПЕРЕЖИВАЙТЕ, ЕСЛИ У ВАС НЕТ ОПЫТА ИЛИ ЕГО НЕ ТАК МНОГО, КАК ХОТЕЛОСЬ БЫ. САМОЕ ГЛАВНОЕ ДЛЯ НАС - ЧТОБ...",
Подсобный рабочий участка,https://hh.ru/,https://spb.hh.ru/vacancy/48455242?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,40000,руб.,,Выполнять некоторые виды физической работы на объекте. Соблюдение чистоты и порядка на рабочем месте.,Ответственность. Без определенных навыков.,
Инженер по вскрытию замков / разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50766637?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,120000,200000,руб.,,"1) Своевременный выезд по заявкам. 2) Ремонт замков. 3) Замена замков. 4) Вскрытие замков. Замки всех видов: дверные, автомобильные, почтовые...","Компания, осуществляющая деятельность по ремонту, вскрытию и установке всех видов замков, в поиске мастера. Рассматриваем без опыта работы, предусмотрено бесплатное...",
Подсобный рабочий (цех),https://hh.ru/,https://spb.hh.ru/vacancy/52537143?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,"сортировка, погрузка деталей, подготовка, рубка арматуры.",готовы рассмотреть без опыта работы .,
Подсобный рабочий по монтажу кабеля,https://hh.ru/,https://spb.hh.ru/vacancy/52110366?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,50000,70000,руб.,,"Работа в составе бригады по монтажу инженерных сетей, установке оборудования в строящихся домах. Монтаж проводов, кабеленесущих систем, кабель-каналов, шкафов...","Пунктуальность и ответственность – Вы выполняете задачи в срок, и фраза «техника безопасности» для Вас не пустой звук. Обучаемость и трудолюбие...",
Подсобный рабочий (пос.им.Морозова),https://hh.ru/,https://spb.hh.ru/vacancy/50414936?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,42000,42000,руб.,,Разгрузка товара. Перемещение товара в торговом зале. Загрузка товара покупателям.,Не указаны,
Резчик стекла/рабочий в цех по переработке стекла,https://hh.ru/,https://spb.hh.ru/vacancy/52166734?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,Ведется набор рабочих в стекольный цех. Компания работает с 2016г.,Обучение людей без опыта.,
Подсобный рабочий (ЖК Парк Победы),https://hh.ru/,https://spb.hh.ru/vacancy/44039051?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,Подсобные работы на строительной площадке. Стройка жилых многоэтажных домов. Работа на объекте ЖК Самолет или ЖК Парк Победы.,Мастер на все руки. Умение пользоваться строительными электроинструментами.,
Ремонтировщик плоскостных спортивных сооружений (разнорабочий),https://hh.ru/,https://spb.hh.ru/vacancy/52095908?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,Не указаны,Не указаны,
Подсобный рабочий в цех,https://hh.ru/,https://spb.hh.ru/vacancy/48559665?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,49200,0,руб.,,Фасовка гипса и перлита в баулы. Чистка производственного оборудования. Уборка производственных помещений и прилегающей территории.,Физическая выносливость.,
Подсобный рабочий в цех,https://hh.ru/,https://spb.hh.ru/vacancy/48559665?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,49200,0,руб.,,Фасовка гипса и перлита в баулы. Чистка производственного оборудования. Уборка производственных помещений и прилегающей территории.,Физическая выносливость.,
Подсобный рабочий в клинику,https://hh.ru/,https://spb.hh.ru/vacancy/52252661?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,50000,0,руб.,,"Оказание помощи медсестрам , транспортировка операционных наборов.","Аккуратность, исполнительность , внимательность.",
Стропальщик,https://hh.ru/,https://spb.hh.ru/vacancy/45966151?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,0,руб.,,Погрузка и разгрузка листовой рулонной стали. Распаковка и упаковка рулонов. Уборка рабочего места по окончанию рабочего дня.,"Внимательность, собранность, трудолюбие, активность. Дисциплинированность, ответственность. Опыт работы на аналогичной должности приветствуется. Навык работы в строительстве, подсобным рабочим, разнорабочим приветствуется.",
Подсобный рабочий на строительном объекте,https://hh.ru/,https://spb.hh.ru/vacancy/51603740?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,"Получение инвентаря, выполнение с ним работы. Разгрузка, загрузка, перемещение грузов вручную или с помощью средств механизации. Уборка территории, подъездных путей...",Не указаны,
Подсобный рабочий (жилое строительство),https://hh.ru/,https://spb.hh.ru/vacancy/51626967?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Заниматься уборкой помещений от финишных строительных материалов. Укрывать защитными материалами уложенные материалы (пленки, картон, оргалит). Выносить мусор (на основные вывозы...",Вы аккуратный. Вы ответственный. Умеете работать в команде.,
Подсобный рабочий на завод ТАРА.РУ,https://hh.ru/,https://spb.hh.ru/vacancy/42418499?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,0,руб.,,Не указаны,Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52056612?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,1100,1200,бел. руб.,,Не указаны,Не указаны,
Разнорабочий (подработка),https://hh.ru/,https://spb.hh.ru/vacancy/52205061?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,40000,руб.,,"Погрузка / разгрузка оборудования и материалов (максимальный вес 50 кг, на 2х человек). Компоновка, упаковка огнетушителей и их частей. ","Аккуратность, ответственность. Умение работать в команде.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51605499?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,Выполнение всех поставленных задач.,Высшее или среднее образование. Стрессоустойчивость. Коммуникабельность.,
"Подсобный рабочий МВДЦ ""Сибирь""",https://hh.ru/,https://spb.hh.ru/vacancy/51089777?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,"Выполнение поручений руководителя. Выполнение подсобных работ. Выполнение вспомогательных работ. Погрузка, разгрузка и перемещение вручную или с использованием специальной техники, для...",Исполнительность. Трудолюбие. Ответственность.,
Укладчик-упаковщик мороженого,https://hh.ru/,https://spb.hh.ru/vacancy/51855035?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,29000,32000,руб.,,1. Работа по упаковке мороженого в коробки. 2. Сортировка вспомогательного материала. 3. Мойка оборудования.,"Среднее образование, без опыта (обучение).",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/47238988?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,24000,0,руб.,,"Погрузка, разгрузка, транспортировка комплектующих и готовой продукции. Сборка и упаковка офисных кресел и стульев. Полировка металлических изделий. Резка трубы.",Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/38733209?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,36000,0,руб.,,Погрузочно-разгрузочные работы. Уборка территории.,Опыт работы в аналогичной должности приветствуется.,
Грузчик-Работник склада (подработка),https://hh.ru/,https://spb.hh.ru/vacancy/52654536?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,55000,0,руб.,,"Приемка и разгрузка товара. - Перенос продукции по складу / производству. - Выполнение задач старшего смены/бригадира. - Размещение, стикеровка и защита товара. - ",Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50966418?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,26000,0,руб.,,Погрузочно-разгрузочные работы. Перемещение различных материалов между цехами.,Без опыта работы. Желание работать.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/43189783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,0,руб.,,"Погрузка, выгрузка, перемещение грузов вручную и на тележках, укладка грузов, требующих осторожности, пылевидных материалов. Сбор стружки и перемещение ее в...","Исполнительность, трудолюбие, желание работать. Опыт выполнения подсобных работ приветствуется.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50966417?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,26000,0,руб.,,Погрузочно-разгрузочные работы. Перемещение различных материалов между цехами.,Без опыта работы. Желание работать.,
Подсобный рабочий на склад,https://hh.ru/,https://spb.hh.ru/vacancy/47345304?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,39000,0,руб.,,Выполнение погрузочно-разгрузочных работ. Паллетирование товара. Уборка склада.,Желателен опыт работы на аналогичной должности.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52827321?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,0,,,"Выполнение подсобных, вспомогательных работ. Выполнение работ по перемещению и размещению грузов, погрузо-разгрузочные работы. Наведение и поддержание чистоты и порядка...","Пунктуальность, внимательность, исполнительность, аккуратность.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52014842?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,21000,0,руб.,,"Уборка прилегающей территории от мусора, снега, покос травы, посыпка дорожек песком. Перемещение грузов. Мелкий ремонт инвентаря.","Дисциплинированность, трудолюбие, аккуратность, хозяйственность.",
Подсобный рабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/50353246?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,50000,руб.,,Выполнение вспомогательных работ на различных участках производственных линий.,"Умение работать в команде. Готовность обучаться и развиваться. Трудолюбие, активность, надёжность, исполнительность.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/48844517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,28000,0,руб.,,"Выполнение подсобных и вспомогательных работ на участках. Погрузка, разгрузка и перемещение ручными тележками грузов, не требующих осторожности, а также сыпучие...",Образование не ниже среднего (школьного). Готовность к физическим нагрузкам. Готовность к обучению. Трудолюбие. Исполнительность.,
Разнорабочий (в швейный цех),https://hh.ru/,https://spb.hh.ru/vacancy/51727644?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,Маркировка швейных полуфабрикатов. Помощь комплектовщику и т.п.,Наличие профессионального образования и опыт работы на швейном оборудовании приветствуется. Аккуратность. Внимательность. Исполнительность.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52804282?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Погрузочно-разгрузочные работы.,Опыт работы подсобным рабочим не имеет значения.,
Дворник/Разнорабочий в г. Балашиха,https://hh.ru/,https://spb.hh.ru/vacancy/52046161?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,40000,руб.,,Уборка территории автоцентров. Помощь строительной бригаде.,Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52851255?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,Упаковка (паллетирование). Погрузочно - разгрузочные работы. Перемещение ТМЦ. Уборка на складе и прилегающей территории.,Дисциплинированность. Исполнительность. Ответственность.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52831119?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25,0,руб.,,"Разгрузка, загрузка машин (строительное оборудование). Формирование заказов на отгрузку по бумажным актам. Маркировка продукции.",Активность. Работоспособность. Желание работать и зарабатывать. Готовность и желание обучаться новому. Умение работать в команде.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/50404627?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,29000,руб.,,"Содержание в чистоте подсобных помещений, мест хранения товарно-материальных ценностей. Разгрузка, загрузка, перемещение грузов вручную или с помощью средств механизации. ",Не указаны,
Комплектовщик,https://hh.ru/,https://spb.hh.ru/vacancy/51268811?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,51000,руб.,,комплектовка товара по накладным. - поддержание порядка на рабочем месте.,Специфика работы не требует опыта и подготовки. - Желание работать и зарабатывать.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52817857?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,0,руб.,,"Выполнение подсобных и вспомогательных работ на производственных участках, складах . Погрузка, разгрузка, перемещение вручную или на тележках грузов и их штабелирование. ",Образование: среднее (техническое). Умение работать в команде и адаптироваться к переменам. Навыки рационализаторства. Навыки вождения автопогрузчика.,
